Cycle,Time Measured(Sec),Voltage Measured(V),Current Measured,Temperature Measured,Capacity(Ah),SampleId
97,3030.375,3.543070358,-0.002012132,35.7178175,1.501545353,B0005
97,3030.375,3.539045489,-0.004743717,34.8498356,1.446867064,B0006
97,3030.375,3.31626565,-0.00181291,39.50093406,1.575218547,B0007
97,2827.078,3.49598698,0.002087624,34.60380602,1.393567037,B0018
98,3021,3.558035378,-0.004792435,35.4681575,1.490844405,B0005
98,3021,3.545547134,-0.005003297,34.86099755,1.441380399,B0006
98,3021,3.318055274,-0.002513918,39.51950401,1.569798485,B0007
98,2821.531,3.498486525,0.00066602,34.65221288,1.389364429,B0018
99,3021.75,3.561997553,0.000621735,35.41772195,1.485868385,B0005
99,3021.75,3.548456586,-0.004076599,34.83766255,1.431210745,B0006
99,3021.75,3.3376611,-0.001199994,39.31627404,1.570256538,B0007
99,2805.156,3.490122986,-0.001594322,34.88838289,1.378565142,B0018
100,3012.265,3.561734625,-0.001773113,35.44065808,1.480413678,B0005
100,3012.265,3.549925959,-0.003369633,34.87870781,1.426024718,B0006
100,3012.265,3.308471264,-0.001059397,39.8135971,1.565249874,B0007
100,2814.906,3.500291434,0.000502106,34.53030638,1.38490111,B0018
101,3002.641,3.562743172,-0.000682654,35.43941162,1.475209587,B0005
101,3002.641,3.562236912,-0.003086654,34.66799385,1.42048765,B0006
101,3002.641,3.316161904,-0.004331035,39.69751399,1.559633934,B0007
101,2801.156,3.48836568,0.000946184,34.72190615,1.370325181,B0018
102,3012,3.544836812,-0.001229681,35.71444214,1.485903599,B0005
102,3012,3.558769895,-0.003486197,35.25576699,1.420700623,B0006
102,3012,3.308644721,0.000394038,39.65887447,1.564982053,B0007
102,2794.187,3.499663272,-0.004945908,34.71956894,1.373346439,B0018
103,3020.11,3.535834318,-0.00534617,36.32232581,1.49609183,B0005
103,3020.11,3.541383496,-0.0016815,35.87126419,1.452255804,B0006
103,3020.11,3.27976143,0.0002871,40.51011513,1.5749795,B0007
103,2785.391,3.503533537,0.00164902,34.78261101,1.367948729,B0018
104,3002.172,3.544628259,-0.002622953,36.14370702,1.480800595,B0005
104,3002.172,3.557320348,-0.00362423,35.55867419,1.431557633,B0006
104,3002.172,3.281689839,-0.002518019,40.53892256,1.565281117,B0007
104,2779.5,3.49645464,-0.002529147,34.89129597,1.356714109,B0018
105,2992.703,3.556359815,-0.001207832,35.81782913,1.469754327,B0005
105,2992.703,3.556002116,-0.000122088,35.37917333,1.415015751,B0006
105,2992.703,3.319291254,-0.001489496,39.95381274,1.559755497,B0007
105,2899.234,3.412407793,0.001979654,34.29974281,1.460431021,B0018
106,2964.468,3.557415161,-0.003319072,35.64502539,1.453901227,B0005
106,2964.468,3.565450927,-0.003002244,35.25835879,1.409731151,B0006
106,2964.468,3.271441638,0.000568742,40.44322559,1.549897686,B0007
106,2894.922,3.418468334,0.009113413,34.6153449,1.450099894,B0018
107,2983.375,3.570394142,0.001559667,35.3909784,1.454146207,B0005
107,2983.375,3.577810928,-0.002660121,34.97774357,1.404917318,B0006
107,2983.375,3.335511958,-0.003034537,39.73604954,1.543877153,B0007
107,2888.25,3.435059021,0.000176045,34.69435704,1.43814069,B0018
108,2975.297,3.557697563,-0.001606333,35.90172424,1.455023752,B0005
108,2975.297,3.582384274,-0.004289379,35.09536675,1.395164297,B0006
108,2975.297,3.309262641,-0.001250694,40.29341867,1.545018749,B0007
108,2873.906,3.444712871,-0.002369894,34.54760909,1.428368198,B0018
109,2974.985,3.562114572,-0.002522693,35.87657254,1.449042164,B0005
109,2974.985,3.583670209,-0.00251696,35.23466126,1.394534383,B0006
109,2974.985,3.332978101,-0.002225697,40.07444747,1.544594015,B0007
109,2847.406,3.458429174,-0.003499206,34.38461266,1.414787452,B0018
110,2966.25,3.576830515,-0.001423646,35.37052397,1.438670937,B0005
110,2966.25,3.585625374,-0.000632857,35.03458093,1.389317118,B0006
110,2966.25,3.333293706,-0.000842727,39.91083066,1.534308672,B0007
110,2849.281,3.45760616,-0.001070006,34.24921056,1.413889163,B0018
111,2956.359,3.577213254,-0.002347943,35.31944752,1.433445432,B0005
111,2956.359,3.588984285,-0.004653357,34.95973624,1.383837947,B0006
111,2956.359,3.335626154,-0.002642054,39.82498588,1.528760394,B0007
111,2833.688,3.473799879,0.00095206,34.22340606,1.398933166,B0018
112,2956.344,3.569684886,-0.003987192,35.63996182,1.43339589,B0005
112,2956.344,3.586470021,-0.004734774,35.13036409,1.373681424,B0006
112,2956.344,3.33040925,-0.002607776,40.12170438,1.528926025,B0007
112,2826.453,3.453464523,-0.001927737,34.99486743,1.395332258,B0018
113,2956.406,3.57630513,-0.002115023,35.68616081,1.428064873,B0005
113,2956.406,3.592351575,-0.004164311,35.3100084,1.378605989,B0006
113,2956.406,3.320622736,-0.002740928,40.50339709,1.52909165,B0007
113,2818.312,3.455168986,0.000152307,35.34543171,1.39004613,B0018
114,2947.266,3.5780032,-0.004832065,35.57224194,1.422920318,B0005
114,2947.266,3.596312407,-0.001971316,35.16961821,1.37376003,B0006
114,2947.266,3.325515912,-0.000132311,40.3426072,1.523905932,B0007
114,2812.719,3.479281571,-0.001771208,34.89112902,1.386027145,B0018
115,2937.984,3.578252916,-0.002271526,35.4116223,1.417429033,B0005
115,2937.984,3.600238913,-0.003212939,34.99384428,1.368258058,B0006
115,2937.984,3.333109444,0.000833009,40.07998324,1.518667542,B0007
115,2803.5,3.455105229,0.000756197,34.98811299,1.38821526,B0018
116,2929.125,3.579526481,0.000337946,35.29541793,1.412409229,B0005
116,2929.125,3.604261987,-0.005286186,34.87051339,1.363302404,B0006
116,2929.125,3.335710709,0.000810919,39.96238768,1.513648227,B0007
116,2783.25,3.480977907,-0.001695036,34.46724144,1.376182656,B0018
117,2928.454,3.573309099,-0.004553123,35.60791878,1.412578793,B0005
117,2928.454,3.610208785,-0.005880019,34.99150316,1.358096614,B0006
117,2928.454,3.330939811,0.000478709,40.2797666,1.513605019,B0007
117,2776.391,3.474553151,0.00130972,34.45010431,1.36471689,B0018
118,2929.375,3.580853525,-0.000407978,35.72414943,1.407598373,B0005
118,2929.375,3.604384847,-0.002697482,35.37035355,1.353269091,B0006
118,2929.375,3.325286281,-0.0036962,40.62025062,1.513947061,B0007
118,2766.516,3.478489619,0.002093335,34.35230627,1.358985474,B0018
119,2946.031,3.555891725,-0.00301153,35.90399751,1.433392049,B0005
119,2946.031,3.592939591,-0.000289704,35.35792668,1.384160574,B0006
119,2946.031,3.275520043,-0.003494425,40.35266928,1.533959919,B0007
119,2751.516,3.487993649,0.000490382,34.04759298,1.346230876,B0018
120,2955.438,3.551885409,-0.002707782,36.11670038,1.438255018,B0005
120,2955.438,3.586261533,-0.002696693,35.88749242,1.405146779,B0006
120,2955.438,3.308772267,-0.00269553,39.9268734,1.53913728,B0007
120,2848.859,3.42798943,-0.000922651,34.20414157,1.426842782,B0018
121,2937.625,3.57361512,-0.002190467,35.48818286,1.417354717,B0005
121,2937.625,3.599373322,-0.004809369,35.41362625,1.378719023,B0006
121,2937.625,3.301562663,-0.003331917,40.02531718,1.523624797,B0007
121,2840.016,3.443976989,-0.003077625,34.2408403,1.406448148,B0018
122,2929.078,3.58224981,-0.000520257,35.09068818,1.406981664,B0005
122,2929.078,3.613313371,-0.003695633,34.8666265,1.368265778,B0006
122,2929.078,3.329412894,-0.002508028,39.49862235,1.513581304,B0007
122,2817.375,3.434590579,-0.002452075,34.62535461,1.393490749,B0018
123,2918.375,3.582107103,-0.000883015,35.08313939,1.401203778,B0005
123,2918.375,3.612916401,0.002448165,34.90046553,1.35731513,B0006
123,2918.375,3.333007309,-0.00396366,39.42127525,1.507785075,B0007
123,2809.234,3.463052037,0.001465801,34.24811722,1.388249351,B0018
124,2919.812,3.584544253,0.000806198,34.98209371,1.396700823,B0005
124,2919.812,3.623076762,-0.004482878,34.62406487,1.352493464,B0006
124,2919.812,3.347244065,-0.001901545,39.25911145,1.503196068,B0007
124,2791.187,3.463811291,-0.001023128,34.28115361,1.370187834,B0018
125,2900.422,3.582997064,-0.001309372,35.08471914,1.391284789,B0005
125,2900.422,3.622541001,-0.000372572,34.74761765,1.347409915,B0006
125,2900.422,3.338319208,-0.005666858,39.35985985,1.49782206,B0007
125,2794.016,3.473054155,0.002647014,34.20157183,1.379695167,B0018
126,2901.375,3.585576081,-0.001703344,34.94908276,1.386228768,B0005
126,2901.375,3.6262759,-0.000678046,34.60698634,1.337007513,B0006
126,2901.375,3.354004346,0.000732772,39.16140981,1.492848535,B0007
126,2774.719,3.449483094,0.007893734,34.92065208,1.368658632,B0018
127,2901.187,3.591090838,0.000880985,34.70452785,1.380436676,B0005
127,2901.187,3.630939582,-0.002562553,34.37583933,1.331235297,B0006
127,2901.187,3.37018027,0.000204346,38.85264793,1.49241439,B0007
127,2777.844,3.459275126,-0.00345053,35.17385755,1.362737178,B0018
128,2891.64,3.594060584,-0.002624301,34.66713131,1.375236415,B0005
128,2891.64,3.636652152,-0.003752025,34.21509258,1.325930378,B0006
128,2891.64,3.346043334,-0.00111913,39.25240516,1.487482777,B0007
128,2781.125,3.484328702,-0.001340828,34.92470595,1.363405113,B0018
129,2882.906,3.59110796,-0.001529448,34.73478778,1.370512802,B0005
129,2882.906,3.633648675,0.000971063,34.40452575,1.321578744,B0006
129,2882.906,3.351868704,-0.000360717,39.16149931,1.482535149,B0007
129,2760.906,3.481460723,0.002415235,34.8059821,1.351864604,B0018
130,2883.265,3.58881201,-0.001782134,34.79017756,1.370508557,B0005
130,2883.265,3.640852642,-0.003630999,34.27105539,1.321225074,B0006
130,2883.265,3.371261039,-0.001960863,38.91377877,1.482787432,B0007
130,2753.25,3.457732209,2.95E-05,35.08177025,1.354796973,B0018
131,2882.969,3.594214792,-0.003192486,34.60274189,1.364735511,B0005
131,2882.969,3.646304145,-0.001610589,34.0994987,1.31564853,B0006
131,2882.969,3.363638144,-0.002452157,39.03510682,1.47697118,B0007
131,2742.843,3.477276739,-0.001940069,34.58165954,1.341051441,B0018
132,2891.656,3.583341522,-0.005381432,35.20080243,1.375392017,B0005
132,2891.656,3.643185525,-0.005161247,34.34747481,1.32090257,B0006
132,2891.656,3.358875203,-0.001565044,38.81118982,1.481901555,B0007
133,2901.25,3.580430719,-0.001133734,35.37656984,1.386111515,B0005
133,2901.25,3.630091792,-0.006681833,34.64277824,1.347432877,B0006
133,2901.25,3.342159119,-0.000907004,39.34594909,1.49813662,B0007
134,2891.703,3.592441816,0.00084187,35.02073679,1.369850004,B0005
134,2891.703,3.644383145,-0.003068345,34.12594283,1.326012807,B0006
134,2891.703,3.35655944,-0.001300237,39.11711609,1.482077521,B0007
135,2883.016,3.589331565,-0.00250224,34.92008219,1.364782795,B0005
135,2883.016,3.647724843,-0.004687032,33.88737678,1.310118678,B0006
135,2883.016,3.353642353,0.000464618,39.06638461,1.477115531,B0007
136,2873.453,3.602288323,-0.002432713,34.51525448,1.354322047,B0005
136,2873.453,3.654758881,-0.005159108,33.56218508,1.305216202,B0006
136,2873.453,3.356800601,-0.00127582,38.96679966,1.472077278,B0007
137,2874.031,3.597021214,-0.006605727,34.95922357,1.354641702,B0005
137,2874.031,3.649848217,-0.003632257,33.97512947,1.300406195,B0006
137,2874.031,3.377870432,0.001623752,38.87062732,1.472248014,B0007
138,2874.234,3.592312208,-0.000222798,35.09464992,1.354703921,B0005
138,2874.234,3.654795053,-0.003771132,33.99383111,1.300235736,B0006
138,2874.234,3.370719092,-7.38E-06,39.1066106,1.467010667,B0007
139,2864.984,3.595500119,1.21E-05,34.87110957,1.349314998,B0005
139,2864.984,3.655196921,-0.001608593,33.80021083,1.289506672,B0006
139,2864.984,3.376335973,-0.002895088,38.88228667,1.46176725,B0007
140,2855.093,3.596823461,0.001916534,34.64809422,1.344189194,B0005
140,2855.093,3.660920185,-0.003679339,33.39907835,1.279253057,B0006
140,2855.093,3.377108292,-0.00080915,38.73206806,1.456695267,B0007
141,2855.625,3.601835675,-0.002030693,34.44831393,1.338991379,B0005
141,2855.625,3.666550646,-0.003249394,33.17152279,1.279207817,B0006
141,2855.625,3.394007024,-0.001995123,38.39540666,1.451354973,B0007
142,2855.594,3.599344814,-0.000229552,34.76318323,1.338914523,B0005
142,2855.594,3.66483042,-0.001290471,33.525893,1.274036761,B0006
142,2855.594,3.389807417,-0.005237508,38.72040764,1.451615926,B0007
143,2847.437,3.603579039,0.000192259,34.6771112,1.334006676,B0005
143,2847.437,3.667070842,-0.002417411,33.4843476,1.274127392,B0006
143,2847.437,3.395298301,-0.003353861,38.50808797,1.446816133,B0007
144,2847.36,3.605860961,-0.001187635,34.35552173,1.328644431,B0005
144,2847.36,3.671063897,-0.001914485,33.05127195,1.263763943,B0006
144,2847.36,3.385837614,-0.005039734,38.65340097,1.446757061,B0007
145,2837.328,3.61050785,-0.001502656,34.13298084,1.323170899,B0005
145,2837.328,3.675527991,-0.000216241,32.79536153,1.258137369,B0006
145,2837.328,3.389881161,-0.00341931,38.45953434,1.441379748,B0007
146,2837.281,3.616262908,-0.000343926,33.97306701,1.318169159,B0005
146,2837.281,3.672911707,-0.004899847,32.87846637,1.253259864,B0006
146,2837.281,3.407342175,0.00213155,38.11383483,1.436245625,B0007
147,2838.515,3.613479486,0.002014312,34.3739489,1.318466444,B0005
147,2838.515,3.672942608,-0.001504248,33.21432606,1.253231332,B0006
147,2838.515,3.400524264,-0.000804756,38.40789275,1.436815415,B0007
148,2828.328,3.607069041,-0.001435258,34.44341685,1.31829304,B0005
148,2828.328,3.676426872,0.001852841,33.01008607,1.248087496,B0006
148,2828.328,3.38784771,-0.004555406,38.73894486,1.436294515,B0007
149,2838.265,3.602312681,-0.004821587,33.98038017,1.323872422,B0005
149,2838.265,3.678748349,-0.003839721,32.83266948,1.253435428,B0006
149,2838.265,3.379845055,-0.003039243,38.44322382,1.441857532,B0007
150,2864.547,3.577927761,-0.004081,34.97066611,1.360121677,B0005
150,2864.547,3.666024381,-0.00583602,33.95920158,1.289804877,B0006
150,2864.547,3.365955839,-0.002495025,38.59565538,1.467206348,B0007
151,2846.39,3.593974645,-0.004431401,34.68949036,1.339530687,B0005
151,2846.39,3.673517843,-0.007744798,33.66715541,1.263540202,B0006
151,2846.39,3.36102938,-0.002602624,38.84706977,1.451864037,B0007
152,2837.969,3.60427474,4.31E-05,34.35560665,1.329028657,B0005
152,2837.969,3.679265326,-0.003067855,33.29047667,1.247976171,B0006
152,2837.969,3.38875326,-0.002355452,38.30628246,1.447137975,B0007
153,2838.156,3.608769672,-0.001950271,34.17986036,1.323674127,B0005
153,2838.156,3.68100053,-0.00106199,33.06772145,1.232120288,B0006
153,2838.156,3.40106273,-0.00194117,38.10008405,1.441790587,B0007
154,2829.843,3.609387707,-0.001991021,34.14567217,1.318633897,B0005
154,2829.843,3.681621066,-0.005584675,33.05886239,1.227113767,B0006
154,2829.843,3.403129377,-0.009388274,38.06252865,1.431630948,B0007
155,2829.625,3.6149339,-0.001904167,33.99467217,1.313475132,B0005
155,2829.625,3.687058047,-0.00209957,32.80619309,1.221739758,B0006
155,2829.625,3.391848207,-0.001781978,38.35118171,1.431808425,B0007
156,2819.437,3.609023225,-0.002823705,34.16712025,1.313202063,B0005
156,2819.437,3.686609623,-0.002806741,32.85539211,1.211102679,B0006
156,2819.437,3.402983453,-0.002329795,38.13413917,1.426256259,B0007
157,2819.579,3.614331348,-0.003824239,33.97599952,1.307795995,B0005
157,2819.579,3.688664229,-0.003269487,32.72492218,1.205615977,B0006
157,2819.579,3.418115964,-0.001066096,37.85713114,1.426087753,B0007
158,2810.672,3.617824457,-0.004508289,33.98222497,1.303032919,B0005
158,2810.672,3.68942793,-0.003816675,32.76928329,1.200893626,B0006
158,2810.672,3.398949188,0.000583551,38.28908688,1.421263351,B0007
159,2811.485,3.61308721,-0.003392809,34.07899622,1.303357356,B0005
159,2811.485,3.691557712,-0.002046824,32.59685985,1.190590399,B0006
159,2811.485,3.417481499,-0.004969072,37.9719687,1.416327275,B0007
160,2802.422,3.60703955,-0.00562664,34.30494727,1.303410044,B0005
160,2802.422,3.692494603,-0.002930439,32.62058103,1.185179251,B0006
160,2802.422,3.397325968,-0.003392384,38.40397607,1.416578183,B0007
161,2801.625,3.614909412,-0.004150586,34.12626263,1.297887081,B0005
161,2801.625,3.693907128,-0.001348033,32.54557847,1.179670682,B0006
161,2801.625,3.41769383,9.96E-05,38.04807932,1.410840173,B0007
162,2802.031,3.610903754,0.000918747,34.13529495,1.298073506,B0005
162,2802.031,3.694626214,-0.005229184,32.43120346,1.174595284,B0006
162,2802.031,3.409762326,-0.003764179,38.18904506,1.410994963,B0007
163,2793.39,3.615560502,-0.002548452,34.07564903,1.293463614,B0005
163,2793.39,3.696326965,-0.000745692,32.11347323,1.153818332,B0006
163,2793.39,3.418468376,-0.001556774,38.03277235,1.406171429,B0007
164,2793.39,3.621191033,-0.002460183,33.99134953,1.288003393,B0005
164,2793.39,3.697169686,-0.001187803,32.29936288,1.164400956,B0006
164,2793.39,3.410207417,-0.001848419,38.26757391,1.406335848,B0007
165,2792.485,3.619185105,0.000477801,34.0591984,1.287452522,B0005
165,2792.485,3.696674487,-0.002457139,32.41675406,1.158797495,B0006
165,2792.485,3.428899305,-0.001484263,37.94497591,1.40045524,B0007
166,2802.016,3.595364973,-0.002341505,34.55651437,1.309015364,B0005
166,2802.016,3.693059436,-0.001244769,32.371097,1.174974883,B0006
166,2802.016,3.372148496,-0.001991752,38.47067656,1.421786505,B0007
167,2820.39,3.589937389,-0.000583347,34.40592046,1.325079329,B0005
167,2820.39,3.691808983,-0.003127129,32.19232413,1.185675233,B0006
167,2820.39,3.383856649,-0.000984538,37.85160245,1.432455272,B0007
